timestamp_iso,node_id,command,success,attempts,rtt_ms,error_type,error_msg,request_bytes_len,response_bytes_len,cpu_load_percent
2026-04-27T11:07:05Z,1,1,True,1,183.03775787353516,,,8,147,
2026-04-27T11:07:06Z,2,1,True,1,142.05312728881836,,,8,100,
2026-04-27T11:08:08Z,1,1,True,1,192.86417961120605,,,8,145,
2026-04-27T11:08:09Z,2,1,True,1,131.87885284423828,,,8,100,
2026-04-27T11:09:10Z,1,1,True,1,185.9726905822754,,,8,146,
2026-04-27T11:09:11Z,2,1,True,1,133.66985321044922,,,8,100,
2026-04-27T11:10:12Z,1,1,True,1,183.75515937805176,,,8,144,
2026-04-27T11:10:13Z,2,1,True,1,132.7366828918457,,,8,99,
2026-04-27T11:11:15Z,1,1,True,1,193.57585906982422,,,8,147,
2026-04-27T11:11:16Z,2,1,True,1,162.34159469604492,,,8,100,
2026-04-27T11:12:17Z,1,1,True,1,184.55934524536133,,,8,147,
2026-04-27T11:12:18Z,2,1,True,1,132.14492797851562,,,8,100,
2026-04-27T11:13:19Z,1,1,True,1,182.8632354736328,,,8,147,
2026-04-27T11:13:20Z,2,1,True,1,133.81576538085938,,,8,100,
2026-04-27T11:14:22Z,1,1,True,1,192.795991897583,,,8,146,
2026-04-27T11:14:23Z,2,1,True,1,133.43286514282227,,,8,100,
2026-04-27T11:15:24Z,1,1,True,1,185.2726936340332,,,8,146,
2026-04-27T11:15:25Z,2,1,True,1,131.92248344421387,,,8,97,
2026-04-27T11:16:26Z,1,1,True,1,184.28468704223633,,,8,146,
2026-04-27T11:16:27Z,2,1,True,1,132.9514980316162,,,8,99,
2026-04-27T11:17:29Z,1,1,True,1,192.78645515441895,,,8,144,
2026-04-27T11:17:30Z,2,1,True,1,142.00377464294434,,,8,100,
2026-04-27T11:18:31Z,1,1,True,1,185.3930950164795,,,8,144,
2026-04-27T11:18:32Z,2,1,True,1,135.11252403259277,,,8,100,
2026-04-27T11:19:33Z,1,1,True,1,192.45076179504395,,,8,143,
2026-04-27T11:19:34Z,2,1,True,1,141.79086685180664,,,8,100,
2026-04-27T11:20:36Z,1,1,True,1,172.28364944458008,,,8,144,
2026-04-27T11:20:37Z,2,1,True,1,131.8359375,,,8,99,
2026-04-27T11:21:38Z,1,1,True,1,172.77145385742188,,,8,141,
2026-04-27T11:21:39Z,2,1,True,1,131.8051815032959,,,8,100,
2026-04-27T11:22:40Z,1,1,True,1,172.53613471984863,,,8,144,
2026-04-27T11:22:41Z,2,1,True,1,131.92009925842285,,,8,100,
2026-04-27T11:23:42Z,1,1,True,1,171.94032669067383,,,8,143,
2026-04-27T11:23:44Z,2,1,True,1,131.78420066833496,,,8,100,
2026-04-27T11:24:45Z,1,1,True,1,192.59953498840332,,,8,146,
2026-04-27T11:24:47Z,2,1,False,3,,timeout,No valid response in 2.0s,8,100,
2026-04-27T11:25:48Z,1,1,True,1,182.9979419708252,,,8,146,
2026-04-27T11:25:49Z,2,1,True,1,132.40957260131836,,,8,100,
2026-04-27T11:26:50Z,1,1,True,1,192.5044059753418,,,8,146,
2026-04-27T11:26:51Z,2,1,True,1,132.58600234985352,,,8,100,
2026-04-27T11:27:53Z,1,1,True,1,183.45308303833008,,,8,142,
2026-04-27T11:27:54Z,2,1,True,1,132.3525905609131,,,8,100,
2026-04-27T11:28:55Z,1,1,True,1,193.00341606140137,,,8,143,
2026-04-27T11:28:56Z,2,1,True,1,141.77346229553223,,,8,100,
2026-04-27T11:29:57Z,1,1,True,1,192.85249710083008,,,8,146,
2026-04-27T11:29:58Z,2,1,True,1,133.71515274047852,,,8,100,
2026-04-27T11:31:00Z,1,1,True,1,182.38067626953125,,,8,146,
2026-04-27T11:31:01Z,2,1,True,1,131.6852569580078,,,8,100,
2026-04-27T11:32:02Z,1,1,True,1,192.26861000061035,,,8,146,
2026-04-27T11:32:03Z,2,1,True,1,131.6230297088623,,,8,100,
2026-04-27T11:33:04Z,1,1,True,1,182.97767639160156,,,8,146,
2026-04-27T11:33:05Z,2,1,True,1,132.0033073425293,,,8,100,
2026-04-27T11:34:07Z,1,1,True,1,193.67551803588867,,,8,146,
2026-04-27T11:34:08Z,2,1,True,1,131.96229934692383,,,8,100,
2026-04-27T11:35:09Z,1,1,True,1,182.29126930236816,,,8,146,
2026-04-27T11:35:10Z,2,1,True,1,131.6819190979004,,,8,100,
2026-04-27T11:36:11Z,1,1,True,1,172.63436317443848,,,8,145,
2026-04-27T11:36:12Z,2,1,True,1,132.65705108642578,,,8,100,
2026-04-27T11:37:13Z,1,1,True,1,192.76928901672363,,,8,146,
2026-04-27T11:37:15Z,2,1,True,1,133.24928283691406,,,8,100,
2026-04-27T11:38:16Z,1,1,True,1,182.5406551361084,,,8,145,
2026-04-27T11:38:17Z,2,1,True,1,131.7763328552246,,,8,100,
2026-04-27T11:39:18Z,1,1,True,1,193.09043884277344,,,8,146,
2026-04-27T11:39:19Z,2,1,True,1,131.96277618408203,,,8,99,
2026-04-27T11:40:20Z,1,1,True,1,182.9688549041748,,,8,144,
2026-04-27T11:40:22Z,2,1,True,1,132.45749473571777,,,8,100,
