timestamp_iso,node_id,command,success,attempts,rtt_ms,error_type,error_msg,request_bytes_len,response_bytes_len,cpu_load_percent
2026-07-27T09:09:17Z,1,1,True,1,198.02045822143555,,,8,154,75.0
2026-07-27T09:09:18Z,2,1,True,1,128.0677318572998,,,8,100,75.0
2026-07-27T09:10:18Z,1,1,True,1,188.96842002868652,,,8,153,75.0
2026-07-27T09:10:19Z,2,1,True,1,122.88498878479004,,,8,100,75.0
2026-07-27T09:11:20Z,1,1,True,1,195.1467990875244,,,8,154,75.0
2026-07-27T09:11:20Z,2,1,True,1,123.98290634155273,,,8,97,75.0
2026-07-27T09:12:21Z,1,1,True,1,196.1050033569336,,,8,154,75.0
2026-07-27T09:12:21Z,2,1,True,1,114.99214172363281,,,8,100,75.0
2026-07-27T09:13:22Z,1,1,True,1,187.4396800994873,,,8,154,75.0
2026-07-27T09:13:23Z,2,1,True,1,129.29439544677734,,,8,100,75.0
2026-07-27T09:14:24Z,1,1,True,1,203.87697219848633,,,8,154,75.0
2026-07-27T09:14:24Z,2,1,True,1,134.57298278808594,,,8,100,75.0
2026-07-27T09:15:25Z,1,1,True,1,199.631929397583,,,8,153,75.0
2026-07-27T09:15:25Z,2,1,True,1,126.35612487792969,,,8,99,75.0
2026-07-27T09:16:26Z,1,1,True,1,189.13865089416504,,,8,152,75.0
2026-07-27T09:16:27Z,2,1,True,1,114.35270309448242,,,8,100,75.0
2026-07-27T09:17:27Z,1,1,True,1,186.6750717163086,,,8,154,75.0
2026-07-27T09:17:28Z,2,1,True,1,125.09918212890625,,,8,100,75.0
2026-07-27T09:18:29Z,1,1,True,1,197.81136512756348,,,8,154,75.0
2026-07-27T09:18:29Z,2,1,True,1,119.15421485900879,,,8,100,75.0
2026-07-27T09:19:30Z,1,1,True,1,185.65773963928223,,,8,154,75.0
2026-07-27T09:19:31Z,2,1,True,1,121.86050415039062,,,8,100,75.0
2026-07-27T09:20:31Z,1,1,True,1,184.06248092651367,,,8,154,75.0
2026-07-27T09:20:32Z,2,1,True,1,123.40021133422852,,,8,100,75.0
2026-07-27T09:21:33Z,1,1,True,1,184.29088592529297,,,8,154,75.0
2026-07-27T09:21:33Z,2,1,True,1,122.36595153808594,,,8,100,75.0
2026-07-27T09:22:34Z,1,1,True,1,195.81270217895508,,,8,154,75.0
2026-07-27T09:22:35Z,2,1,True,1,125.1668930053711,,,8,100,75.0
2026-07-27T09:23:35Z,1,1,True,1,196.807861328125,,,8,153,75.0
2026-07-27T09:23:36Z,2,1,True,1,125.20837783813477,,,8,99,75.0
2026-07-27T09:24:37Z,1,1,True,1,194.52548027038574,,,8,153,75.0
2026-07-27T09:24:37Z,2,1,True,1,127.60043144226074,,,8,100,75.0
2026-07-27T09:25:38Z,1,1,True,1,196.4852809906006,,,8,154,75.0
2026-07-27T09:25:39Z,2,1,True,1,123.21949005126953,,,8,100,75.0
2026-07-27T09:26:39Z,1,1,True,1,190.1078224182129,,,8,153,75.0
2026-07-27T09:26:40Z,2,1,True,1,132.3091983795166,,,8,99,75.0
2026-07-27T09:27:41Z,1,1,True,1,188.24076652526855,,,8,152,75.0
2026-07-27T09:27:41Z,2,1,True,1,134.0034008026123,,,8,100,75.0
2026-07-27T09:28:42Z,1,1,True,1,186.73944473266602,,,8,154,75.0
2026-07-27T09:28:43Z,2,1,True,1,122.06411361694336,,,8,100,75.0
2026-07-27T09:29:43Z,1,1,True,1,201.3707160949707,,,8,154,75.0
2026-07-27T09:29:44Z,2,1,True,1,121.59347534179688,,,8,100,75.0
2026-07-27T09:30:45Z,1,1,True,1,196.211576461792,,,8,154,75.0
2026-07-27T09:30:45Z,2,1,True,1,121.55628204345703,,,8,100,75.0
2026-07-27T09:31:46Z,1,1,True,1,179.11887168884277,,,8,152,75.0
2026-07-27T09:31:47Z,2,1,True,1,122.81394004821777,,,8,100,75.0
2026-07-27T09:32:47Z,1,1,True,1,183.76827239990234,,,8,153,75.0
2026-07-27T09:32:48Z,2,1,True,1,123.0766773223877,,,8,100,75.0
2026-07-27T09:33:49Z,1,1,True,1,192.6424503326416,,,8,154,75.0
2026-07-27T09:33:49Z,2,1,True,1,137.0868682861328,,,8,100,75.0
2026-07-27T09:34:50Z,1,1,True,1,193.34745407104492,,,8,154,75.0
2026-07-27T09:34:51Z,2,1,True,1,124.12381172180176,,,8,100,75.0
2026-07-27T09:35:51Z,1,1,True,1,182.2068691253662,,,8,154,75.0
2026-07-27T09:35:52Z,2,1,True,1,131.88695907592773,,,8,100,75.0
2026-07-27T09:36:53Z,1,1,True,1,188.2941722869873,,,8,154,75.0
2026-07-27T09:36:53Z,2,1,True,1,124.1462230682373,,,8,100,75.0
2026-07-27T09:37:54Z,1,1,True,1,198.9457607269287,,,8,154,75.0
2026-07-27T09:37:54Z,2,1,True,1,121.78993225097656,,,8,100,75.0
2026-07-27T09:38:55Z,1,1,True,1,187.47830390930176,,,8,153,75.0
2026-07-27T09:38:56Z,2,1,True,1,115.04507064819336,,,8,100,75.0
2026-07-27T09:39:56Z,1,1,True,1,186.84768676757812,,,8,154,75.0
2026-07-27T09:39:57Z,2,1,True,1,116.98222160339355,,,8,100,75.0
2026-07-27T09:40:58Z,1,1,True,1,184.7083568572998,,,8,153,75.0
2026-07-27T09:40:58Z,2,1,True,1,117.15245246887207,,,8,100,75.0
2026-07-27T09:41:59Z,1,1,True,1,186.26046180725098,,,8,154,75.0
2026-07-27T09:42:00Z,2,1,True,1,125.19240379333496,,,8,100,75.0
2026-07-27T09:43:00Z,1,1,True,1,199.86987113952637,,,8,155,75.0
2026-07-27T09:43:01Z,2,1,True,1,121.90008163452148,,,8,100,75.0
2026-07-27T09:44:02Z,1,1,True,1,195.28651237487793,,,8,154,75.0
2026-07-27T09:44:02Z,2,1,True,1,124.93419647216797,,,8,99,75.0
2026-07-27T09:45:03Z,1,1,True,1,197.30257987976074,,,8,153,75.0
2026-07-27T09:45:04Z,2,1,True,1,121.87790870666504,,,8,100,75.0
2026-07-27T09:46:04Z,1,1,True,1,182.01112747192383,,,8,153,75.0
2026-07-27T09:46:05Z,2,1,True,1,123.8260269165039,,,8,99,75.0
2026-07-27T09:47:06Z,1,1,True,1,204.2527198791504,,,8,155,75.0
2026-07-27T09:47:06Z,2,1,True,1,123.28743934631348,,,8,100,75.0
2026-07-27T09:48:07Z,1,1,True,1,195.56832313537598,,,8,155,75.0
2026-07-27T09:48:08Z,2,1,True,1,121.95277214050293,,,8,100,75.0
2026-07-27T09:49:08Z,1,1,True,1,186.64193153381348,,,8,151,75.0
2026-07-27T09:49:09Z,2,1,True,1,134.2153549194336,,,8,100,75.0
2026-07-27T09:50:10Z,1,1,True,1,185.5478286743164,,,8,151,75.0
2026-07-27T09:50:10Z,2,1,True,1,119.06218528747559,,,8,100,75.0
2026-07-27T09:51:11Z,1,1,True,1,186.9652271270752,,,8,155,75.0
2026-07-27T09:51:12Z,2,1,True,1,136.61575317382812,,,8,100,75.0
2026-07-27T09:52:12Z,1,1,True,1,202.2104263305664,,,8,155,75.0
2026-07-27T09:52:13Z,2,1,True,1,133.8212490081787,,,8,100,75.0
2026-07-27T09:53:14Z,1,1,True,1,202.7888298034668,,,8,154,75.0
2026-07-27T09:53:14Z,2,1,True,1,136.7025375366211,,,8,100,75.0
2026-07-27T09:54:15Z,1,1,True,1,201.43389701843262,,,8,155,75.0
2026-07-27T09:54:16Z,2,1,True,1,133.21232795715332,,,8,100,75.0
2026-07-27T09:55:16Z,1,1,True,1,191.1182403564453,,,8,154,75.0
